fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
2018-11-11,22,0.46,20,10,0.56,23,19,s/d,s/d,s/d
2018-11-11,23,0.46,16,11,0.56,18,20,s/d,s/d,s/d
2018-11-11,24,0.46,14,11,0.56,15,21,s/d,s/d,s/d
2018-11-12,1,0.46,13,11,0.56,15,21,s/d,s/d,s/d
2018-11-12,2,0.46,10,11,0.57,14,21,s/d,s/d,s/d
2018-11-12,3,0.46,10,11,0.55,13,21,s/d,s/d,s/d
2018-11-12,4,0.44,10,11,0.53,14,21,s/d,s/d,s/d
2018-11-12,5,0.42,11,10,0.52,16,21,s/d,s/d,s/d
2018-11-12,6,0.39,17,10,0.51,20,21,s/d,s/d,s/d
2018-11-12,7,0.42,20,11,0.54,26,22,s/d,s/d,s/d
2018-11-12,8,0.47,21,11,0.57,26,22,s/d,s/d,s/d
2018-11-12,9,0.50,19,12,0.57,19,22,s/d,s/d,s/d
2018-11-12,10,0.53,16,12,0.58,23,22,s/d,s/d,s/d
2018-11-12,11,0.55,21,13,0.59,25,22,s/d,s/d,s/d
2018-11-12,12,0.57,18,13,0.61,23,22,s/d,s/d,s/d
2018-11-12,13,0.59,16,13,0.63,s/d,22,s/d,s/d,s/d
2018-11-12,14,0.61,14,14,0.62,14,23,s/d,s/d,s/d
2018-11-12,15,0.59,14,14,0.57,20,23,s/d,s/d,s/d
2018-11-12,16,0.55,14,14,0.54,22,22,s/d,s/d,s/d
2018-11-12,17,0.54,24,15,0.58,29,22,s/d,s/d,s/d
2018-11-12,18,0.56,30,16,0.68,35,21,s/d,s/d,s/d
2018-11-12,19,0.59,31,16,0.78,33,26,s/d,s/d,s/d
2018-11-12,20,0.63,28,16,0.78,28,27,s/d,s/d,s/d
2018-11-12,21,0.64,20,16,0.77,25,27,s/d,s/d,s/d
2018-11-12,22,0.65,19,17,0.79,23,27,s/d,s/d,s/d
2018-11-12,23,0.68,23,16,0.79,21,26,s/d,s/d,s/d
2018-11-12,24,0.67,14,16,0.79,22,26,s/d,s/d,s/d
2018-11-13,1,0.65,11,16,0.75,16,25,s/d,s/d,s/d
2018-11-13,2,0.60,11,16,0.66,12,24,s/d,s/d,s/d
2018-11-13,3,0.55,9,16,0.58,19,26,s/d,s/d,s/d
2018-11-13,4,0.49,9,16,0.55,18,27,s/d,s/d,s/d
2018-11-13,5,0.46,12,16,0.54,24,27,s/d,s/d,s/d
2018-11-13,6,0.44,16,15,0.55,28,27,s/d,s/d,s/d
2018-11-13,7,0.41,19,15,0.56,20,26,s/d,s/d,s/d
2018-11-13,8,0.44,24,15,0.60,30,26,s/d,s/d,s/d
2018-11-13,9,0.50,30,14,0.65,37,25,s/d,s/d,s/d
2018-11-13,10,0.61,35,14,0.76,43,26,s/d,s/d,s/d
2018-11-13,11,0.69,34,15,0.88,38,28,s/d,s/d,s/d
2018-11-13,12,0.75,27,15,0.99,38,28,s/d,s/d,s/d
2018-11-13,13,0.79,26,15,1.07,37,28,s/d,s/d,s/d
2018-11-13,14,0.83,23,15,1.16,42,27,s/d,s/d,s/d
2018-11-13,15,0.86,21,14,1.23,32,27,s/d,s/d,s/d
2018-11-13,16,0.87,28,15,1.23,33,27,s/d,s/d,s/d
2018-11-13,17,0.87,31,15,1.22,34,29,s/d,s/d,s/d
2018-11-13,18,0.82,25,15,1.15,34,29,s/d,s/d,s/d
2018-11-13,19,0.79,24,15,1.08,31,24,s/d,s/d,s/d
2018-11-13,20,0.78,20,15,1.01,27,21,s/d,s/d,s/d
2018-11-13,21,0.76,15,15,0.95,23,20,s/d,s/d,s/d
2018-11-13,22,0.74,14,14,0.87,20,18,s/d,s/d,s/d
2018-11-13,23,0.70,13,14,0.81,18,18,s/d,s/d,s/d
2018-11-13,24,0.64,8,14,0.76,26,18,s/d,s/d,s/d
2018-11-14,1,0.57,6,14,0.72,18,18,s/d,s/d,s/d
2018-11-14,2,0.51,6,13,0.68,12,18,s/d,s/d,s/d
2018-11-14,3,0.44,4,13,0.62,12,16,s/d,s/d,s/d
2018-11-14,4,0.38,4,13,0.56,11,14,s/d,s/d,s/d
2018-11-14,5,0.33,4,13,0.51,13,14,s/d,s/d,s/d
2018-11-14,6,0.29,7,13,0.46,15,13,s/d,s/d,s/d
2018-11-14,7,0.27,12,13,0.44,19,12,s/d,s/d,s/d
2018-11-14,8,0.28,16,13,0.44,23,12,s/d,s/d,s/d
2018-11-14,9,0.29,17,12,0.44,23,13,s/d,s/d,s/d
2018-11-14,10,0.32,16,12,0.45,24,12,s/d,s/d,s/d
2018-11-14,11,0.32,15,13,0.47,24,11,s/d,s/d,s/d
2018-11-14,12,0.34,15,13,0.50,24,12,s/d,s/d,s/d
2018-11-14,13,s/d,s/d,13,0.54,27,12,s/d,s/d,s/d
2018-11-14,14,s/d,s/d,13,0.57,24,12,s/d,s/d,s/d
2018-11-14,15,s/d,13,14,0.60,22,13,s/d,s/d,s/d
2018-11-14,16,s/d,14,14,0.62,24,12,s/d,s/d,s/d
2018-11-14,17,s/d,14,14,0.63,24,11,s/d,s/d,s/d
2018-11-14,18,s/d,16,14,0.65,28,10,s/d,s/d,s/d
2018-11-14,19,0.45,20,14,0.67,30,12,s/d,s/d,s/d
2018-11-14,20,0.48,22,14,0.68,31,12,s/d,s/d,s/d
2018-11-14,21,0.52,26,15,0.68,35,13,s/d,s/d,s/d
2018-11-14,22,0.57,26,16,0.71,34,14,s/d,s/d,s/d
2018-11-14,23,0.59,25,17,0.73,35,16,s/d,s/d,s/d
2018-11-14,24,0.62,25,18,0.75,33,17,s/d,s/d,s/d
2018-11-15,1,0.64,23,20,0.75,31,18,s/d,s/d,s/d
2018-11-15,2,0.65,21,21,0.74,28,20,s/d,s/d,s/d
2018-11-15,3,0.62,14,22,0.71,21,21,s/d,s/d,s/d
2018-11-15,4,0.57,12,23,0.68,20,21,s/d,s/d,s/d
2018-11-15,5,0.50,11,23,0.64,18,22,s/d,s/d,s/d
2018-11-15,6,0.43,15,23,0.59,23,23,s/d,s/d,s/d
2018-11-15,7,0.40,22,24,0.55,28,24,s/d,s/d,s/d
2018-11-15,8,0.40,26,25,0.53,33,26,s/d,s/d,s/d
2018-11-15,9,0.43,27,25,0.55,38,26,s/d,s/d,s/d
2018-11-15,10,0.45,25,26,0.56,35,s/d,s/d,s/d,s/d
2018-11-15,11,0.48,23,27,0.58,38,s/d,s/d,s/d,s/d
2018-11-15,12,0.51,22,28,0.60,37,s/d,s/d,s/d,s/d
2018-11-15,13,0.55,19,28,0.64,36,s/d,s/d,s/d,s/d
2018-11-15,14,0.59,20,28,0.70,s/d,s/d,s/d,s/d,s/d
2018-11-15,15,s/d,19,29,0.73,35,s/d,s/d,s/d,s/d
2018-11-15,16,s/d,20,28,0.78,38,s/d,s/d,s/d,s/d
2018-11-15,17,s/d,21,28,0.88,46,s/d,s/d,s/d,s/d
2018-11-15,18,s/d,24,28,0.97,44,s/d,s/d,s/d,s/d
2018-11-15,19,s/d,18,29,1.09,39,s/d,s/d,s/d,s/d
2018-11-15,20,s/d,20,28,1.09,36,s/d,s/d,s/d,s/d
2018-11-15,21,0.45,18,28,1.08,34,s/d,s/d,s/d,s/d
2018-11-15,22,0.44,12,28,1.09,29,s/d,s/d,s/d,s/d
2018-11-15,23,0.42,9,28,1.09,24,s/d,s/d,s/d,s/d
2018-11-15,24,0.40,8,28,1.04,22,s/d,s/d,s/d,s/d
2018-11-16,1,0.37,10,27,0.94,22,s/d,s/d,s/d,s/d
2018-11-16,2,0.33,6,26,0.84,21,s/d,s/d,s/d,s/d
2018-11-16,3,0.30,7,25,0.70,17,s/d,s/d,s/d,s/d
2018-11-16,4,0.26,6,25,0.60,14,s/d,s/d,s/d,s/d
2018-11-16,5,0.22,4,25,0.50,15,34,s/d,s/d,s/d
2018-11-16,6,0.19,7,26,0.44,18,33,s/d,s/d,s/d
2018-11-16,7,0.19,14,26,0.43,24,32,s/d,s/d,s/d
2018-11-16,8,0.19,16,25,0.44,40,32,s/d,s/d,s/d
2018-11-16,9,0.21,18,25,0.42,33,31,s/d,s/d,s/d
2018-11-16,10,0.23,15,24,0.42,23,31,s/d,s/d,s/d
2018-11-16,11,0.24,12,23,0.43,24,31,s/d,s/d,s/d
2018-11-16,12,0.27,10,23,0.46,21,30,s/d,7,s/d
2018-11-16,13,0.29,12,23,0.51,28,30,s/d,18,s/d
2018-11-16,14,0.32,11,22,0.54,26,30,s/d,15,s/d
2018-11-16,15,s/d,12,22,0.55,25,29,s/d,s/d,s/d
2018-11-16,16,s/d,14,22,0.54,28,29,s/d,23,s/d
2018-11-16,17,s/d,18,22,0.60,35,30,s/d,23,s/d
2018-11-16,18,s/d,21,22,0.63,32,29,s/d,25,s/d
2018-11-16,19,s/d,21,22,0.68,33,28,s/d,26,s/d
2018-11-16,20,s/d,23,22,0.71,33,27,s/d,24,s/d
2018-11-16,21,0.43,27,22,0.72,29,28,s/d,25,s/d
2018-11-16,22,0.43,19,22,0.74,30,27,s/d,25,s/d
2018-11-16,23,0.44,20,21,0.77,29,26,0.42,25,s/d
2018-11-16,24,0.44,16,21,0.75,19,24,0.40,22,s/d
2018-11-17,1,0.44,12,21,0.69,17,23,0.38,22,s/d
2018-11-17,2,0.43,10,21,0.65,16,23,0.35,18,s/d
2018-11-17,3,0.41,13,21,0.60,16,24,0.32,19,s/d
2018-11-17,4,0.38,7,21,0.55,12,25,0.29,19,s/d
2018-11-17,5,0.35,5,21,0.51,11,25,0.28,20,s/d
2018-11-17,6,0.32,7,21,0.45,11,25,0.28,21,s/d
2018-11-17,7,0.29,8,21,0.39,14,25,0.28,28,s/d
2018-11-17,8,0.28,9,21,0.36,15,25,0.29,33,s/d
2018-11-17,9,0.27,8,21,0.35,14,25,0.30,34,22
2018-11-17,10,0.28,8,21,0.35,14,24,0.32,35,22
2018-11-17,11,0.31,14,21,0.36,20,25,0.35,31,24
2018-11-17,12,0.35,15,21,0.40,26,27,0.38,26,25
2018-11-17,13,0.40,16,20,0.44,29,27,0.41,22,25
2018-11-17,14,0.45,21,20,0.51,38,27,0.44,29,24
2018-11-17,15,0.50,24,20,0.56,38,26,0.48,25,24
2018-11-17,16,0.55,27,20,0.59,34,26,0.54,27,25
2018-11-17,17,0.59,23,19,0.62,36,25,0.58,30,23
2018-11-17,18,0.61,15,20,0.66,32,24,0.59,31,24
2018-11-17,19,0.60,15,19,0.69,35,24,0.58,25,23
2018-11-17,20,0.61,18,19,0.70,33,23,0.58,26,23
2018-11-17,21,0.61,22,19,0.71,37,23,0.57,29,24
2018-11-17,22,0.64,25,18,0.71,37,22,0.58,30,24
2018-11-17,23,0.67,26,18,0.70,38,22,0.58,27,25
2018-11-17,24,0.70,27,18,0.72,38,23,0.58,25,25
2018-11-18,1,0.69,13,18,0.74,28,23,0.53,28,25
2018-11-18,2,0.67,8,18,0.72,23,22,0.50,s/d,24
2018-11-18,3,0.65,8,18,0.69,21,22,0.47,s/d,24
2018-11-18,4,0.62,9,17,0.65,19,21,0.44,s/d,23
2018-11-18,5,0.57,8,17,0.58,18,21,0.39,s/d,23
2018-11-18,6,0.50,10,17,0.51,19,20,0.35,s/d,22
2018-11-18,7,0.42,10,16,0.45,18,19,0.28,s/d,22
2018-11-18,8,0.33,9,16,0.38,17,18,0.21,s/d,21
2018-11-18,9,0.29,6,16,0.31,15,18,0.19,s/d,20
2018-11-18,10,0.28,5,15,0.28,13,18,0.18,s/d,19
2018-11-18,11,0.28,7,15,0.27,16,16,0.17,s/d,17
2018-11-18,12,0.29,5,14,0.27,14,13,0.16,s/d,15
2018-11-18,13,0.29,6,14,0.27,14,12,0.15,s/d,15
2018-11-18,14,0.30,5,14,0.30,16,12,0.13,s/d,15
2018-11-18,15,0.29,5,14,0.31,17,12,0.13,s/d,15
2018-11-18,16,0.30,6,14,0.32,17,11,0.12,s/d,14
2018-11-18,17,0.31,8,13,0.34,19,11,0.12,s/d,14
2018-11-18,18,0.33,9,13,0.35,19,12,0.12,s/d,13
2018-11-18,19,0.34,11,13,0.35,21,11,0.13,s/d,13
2018-11-18,20,0.36,15,13,0.36,24,12,0.13,s/d,13
2018-11-18,21,0.44,22,14,0.39,29,11,0.16,23,12
2018-11-18,22,0.53,25,14,0.43,32,11,0.25,19,12
2018-11-18,23,0.67,28,16,0.47,33,10,0.36,25,12
2018-11-18,24,0.82,27,16,0.52,32,11,0.45,26,12
2018-11-19,1,0.89,25,17,0.56,31,11,0.52,25,13
2018-11-19,2,0.92,24,18,0.59,28,12,0.56,23,13
2018-11-19,3,0.93,18,18,0.61,26,13,0.61,24,14
2018-11-19,4,0.92,17,19,0.60,22,13,0.64,26,14
2018-11-19,5,0.85,15,19,0.58,21,13,0.64,27,15
2018-11-19,6,0.77,18,19,0.53,26,13,0.58,26,15
2018-11-19,7,0.66,16,19,0.49,21,14,0.51,25,15
2018-11-19,8,0.51,14,20,0.44,17,14,0.44,31,15
2018-11-19,9,0.43,12,20,0.39,15,14,0.40,31,16
2018-11-19,10,0.39,9,20,0.35,13,14,0.37,35,16
2018-11-19,11,0.37,9,20,0.32,12,14,0.34,33,16
2018-11-19,12,0.36,9,20,0.31,12,14,0.33,30,17
2018-11-19,13,0.35,11,21,0.30,12,14,0.32,34,18
2018-11-19,14,0.34,10,21,0.29,11,15,0.31,37,18
2018-11-19,15,0.32,8,21,0.27,10,15,0.29,32,19
2018-11-19,16,0.31,8,21,0.27,10,15,0.28,35,19
2018-11-19,17,0.31,9,21,0.27,11,15,0.28,34,19
2018-11-19,18,0.30,9,21,0.28,14,15,0.29,35,20
2018-11-19,19,0.31,11,21,0.28,15,15,0.31,39,21
2018-11-19,20,0.33,17,21,0.29,18,15,0.32,43,21
2018-11-19,21,0.36,21,21,0.30,26,15,0.34,46,21
2018-11-19,22,0.39,21,20,0.31,24,15,0.35,47,21
2018-11-19,23,0.41,18,18,0.33,23,15,0.36,45,21
2018-11-19,24,0.43,18,17,0.33,20,14,0.37,45,21
2018-11-20,1,0.44,14,16,0.34,17,14,0.38,40,21
2018-11-20,2,0.44,11,16,0.35,13,13,0.37,31,20
2018-11-20,3,0.43,8,15,0.35,12,12,0.35,27,19
2018-11-20,4,0.40,8,15,0.34,11,12,0.34,22,19
2018-11-20,5,0.35,10,15,0.34,12,11,0.33,23,19
2018-11-20,6,0.33,19,15,0.33,16,11,0.33,28,19
2018-11-20,7,0.33,23,15,0.34,22,11,0.34,32,19
2018-11-20,8,0.35,23,16,0.35,22,12,0.35,53,20
2018-11-20,9,0.38,20,16,0.36,18,12,0.36,68,21
2018-11-20,10,0.40,17,16,0.37,17,12,0.38,74,22
2018-11-20,11,0.43,15,16,0.38,15,13,0.40,62,23
2018-11-20,12,0.45,15,16,0.39,16,13,0.42,51,24
2018-11-20,13,0.48,16,16,0.41,16,13,0.43,40,24
2018-11-20,14,0.49,17,16,0.42,17,13,0.43,39,24
2018-11-20,15,0.49,18,16,0.43,18,13,0.41,41,24
2018-11-20,16,0.47,18,16,0.43,20,14,0.41,41,26
2018-11-20,17,0.46,21,16,0.45,22,14,0.42,36,28
2018-11-20,18,0.48,26,17,0.46,23,14,0.43,43,29
2018-11-20,19,0.50,29,17,0.48,28,15,0.45,36,30
2018-11-20,20,0.54,32,18,0.49,26,16,0.49,44,31
2018-11-20,21,0.58,34,18,0.51,33,16,0.52,42,32
2018-11-20,22,0.61,29,18,0.52,31,16,0.55,44,33
2018-11-20,23,0.62,26,19,0.52,26,17,0.56,47,34
2018-11-20,24,0.63,19,19,0.51,24,16,0.56,52,34
2018-11-21,1,0.61,13,19,0.50,16,17,0.53,51,34
2018-11-21,2,0.59,11,19,0.48,14,17,0.50,50,35
2018-11-21,3,0.55,9,19,0.45,12,18,0.45,42,36
2018-11-21,4,0.49,8,20,0.43,11,18,0.41,32,37
2018-11-21,5,0.43,10,20,0.40,11,19,0.37,33,37
2018-11-21,6,0.39,15,20,0.38,15,19,0.35,39,37
2018-11-21,7,0.37,24,20,0.37,22,19,0.35,51,38
2018-11-21,8,0.38,27,20,0.37,24,19,0.37,51,38
2018-11-21,9,0.42,29,20,0.38,24,19,0.40,63,38
2018-11-21,10,0.46,28,21,0.40,27,19,0.42,63,39
2018-11-21,11,0.50,29,22,0.43,26,18,0.45,56,39
2018-11-21,12,0.54,26,23,0.45,22,19,0.48,55,41
2018-11-21,13,0.56,23,23,0.47,24,19,0.50,s/d,43
2018-11-21,14,0.58,24,23,0.50,23,19,s/d,s/d,43
2018-11-21,15,0.59,23,24,0.51,20,19,s/d,s/d,43
2018-11-21,16,0.58,21,24,0.52,22,19,s/d,27,41
2018-11-21,17,0.56,22,24,0.53,24,20,s/d,25,41
2018-11-21,18,0.55,26,24,0.54,27,21,s/d,29,40
2018-11-21,19,0.54,29,24,0.55,29,22,s/d,37,40
2018-11-21,20,0.58,39,24,0.57,41,22,0.48,45,40
2018-11-21,21,0.65,47,25,0.61,49,22,0.52,41,41
2018-11-21,22,0.69,39,25,0.64,44,24,0.53,34,41
2018-11-21,23,0.70,26,25,0.64,22,25,0.54,26,41
2018-11-21,24,0.70,20,26,0.64,20,26,0.54,20,41
2018-11-22,1,0.69,17,26,0.61,16,27,0.55,20,42
2018-11-22,2,0.67,15,26,0.59,16,28,0.54,22,42
2018-11-22,3,0.64,10,26,0.56,13,30,0.53,27,42
2018-11-22,4,0.58,10,26,0.52,12,29,0.50,27,42
2018-11-22,5,0.48,13,26,0.46,16,29,0.46,20,42
2018-11-22,6,0.43,15,26,0.41,20,29,0.44,21,42
2018-11-22,7,0.41,20,26,0.40,21,30,0.46,22,42
2018-11-22,8,0.43,23,26,0.40,23,30,0.49,26,43
2018-11-22,9,0.46,26,26,0.41,21,30,0.52,27,43
2018-11-22,10,0.49,23,26,0.41,23,30,0.54,25,42
2018-11-22,11,0.53,24,25,0.42,24,30,0.56,29,42
2018-11-22,12,0.57,26,27,s/d,36,32,0.57,19,43
2018-11-22,13,0.60,22,28,s/d,36,39,0.59,19,43
2018-11-22,14,0.63,18,28,s/d,s/d,39,0.59,18,42
2018-11-22,15,0.65,19,28,s/d,s/d,38,0.58,18,42
2018-11-22,16,0.64,20,28,s/d,30,39,0.60,22,42
2018-11-22,17,0.63,19,29,s/d,31,40,0.62,23,42
2018-11-22,18,0.61,19,30,s/d,34,39,0.61,21,43
2018-11-22,19,0.58,12,30,s/d,24,37,0.59,16,41
2018-11-22,20,0.53,10,31,1.11,23,37,0.58,17,41
2018-11-22,21,0.51,9,30,1.06,23,37,0.56,14,39
2018-11-22,22,0.49,10,30,1.03,23,35,0.55,13,38
2018-11-22,23,0.46,11,29,0.96,21,34,0.52,14,37
2018-11-22,24,0.42,8,29,0.95,21,34,0.46,7,36
2018-11-23,1,0.38,6,29,0.88,19,33,0.39,6,35
2018-11-23,2,0.33,4,29,0.77,19,32,0.36,6,34
2018-11-23,3,0.30,4,29,0.68,25,31,0.33,6,34
2018-11-23,4,0.28,3,29,0.62,14,32,0.31,3,33
2018-11-23,5,0.27,3,30,0.57,13,33,0.29,8,33
2018-11-23,6,0.26,6,30,0.52,19,33,0.29,11,33
2018-11-23,7,0.25,10,30,0.51,22,34,0.29,16,33
2018-11-23,8,0.26,13,31,0.53,27,35,0.30,17,33
2018-11-23,9,0.29,16,31,0.57,28,37,0.32,14,32
2018-11-23,10,0.33,15,31,0.65,29,39,0.33,15,32
2018-11-23,11,0.35,13,31,0.73,28,40,0.36,14,32
2018-11-23,12,0.38,12,30,0.83,28,39,0.39,15,32
2018-11-23,13,0.41,14,30,0.92,27,34,0.43,18,30
2018-11-23,14,0.44,13,30,0.99,28,35,0.46,18,31
2018-11-23,15,0.47,13,30,1.03,24,37,0.49,17,31
2018-11-23,16,0.48,14,29,1.03,26,36,0.50,20,30
2018-11-23,17,0.46,13,29,1.04,26,34,0.51,18,30
2018-11-23,18,0.45,13,28,1.02,25,35,0.53,17,30
2018-11-23,19,0.45,15,28,1.01,25,35,0.54,17,30
2018-11-23,20,0.45,15,28,0.99,26,35,0.54,21,30
2018-11-23,21,0.45,14,28,0.99,27,36,0.52,22,30
2018-11-23,22,0.44,15,28,1.02,30,36,0.50,22,30
2018-11-23,23,0.44,14,29,1.06,26,37,0.48,23,31
2018-11-23,24,0.43,13,29,1.10,25,39,0.48,18,32
2018-11-24,1,0.42,12,30,1.10,26,39,0.47,11,33
2018-11-24,2,0.41,11,30,1.08,24,39,0.44,19,33
2018-11-24,3,0.39,10,30,1.06,21,39,0.41,16,34
2018-11-24,4,0.38,11,30,1.02,20,39,0.39,17,34
2018-11-24,5,0.36,11,30,0.95,17,39,0.38,12,34
2018-11-24,6,0.34,9,30,0.85,18,39,0.37,18,34
2018-11-24,7,0.33,11,29,0.79,23,38,0.34,19,34
2018-11-24,8,0.33,11,29,0.71,23,37,0.33,13,33
2018-11-24,9,0.33,10,28,0.67,25,36,0.32,13,32
2018-11-24,10,0.34,11,27,0.68,25,34,0.32,12,31
2018-11-24,11,0.35,11,27,0.67,25,32,0.32,11,30
2018-11-24,12,0.36,10,25,0.67,25,31,0.32,9,28
2018-11-24,13,0.38,9,24,0.68,24,29,0.32,10,27
2018-11-24,14,0.40,10,24,0.70,23,28,0.33,9,26
2018-11-24,15,0.41,10,23,0.69,23,27,0.33,7,26
2018-11-24,16,0.41,8,24,0.68,24,27,0.33,10,26
2018-11-24,17,0.40,7,23,0.66,23,27,0.33,11,25
2018-11-24,18,0.39,7,23,0.62,25,26,0.33,9,25
2018-11-24,19,0.38,9,23,0.59,23,26,0.33,10,24
2018-11-24,20,0.37,10,22,0.59,25,26,0.33,15,24
2018-11-24,21,0.37,15,22,0.58,28,26,0.33,19,23
2018-11-24,22,0.37,18,21,0.61,28,25,0.34,23,23
2018-11-24,23,0.38,18,21,0.64,29,25,0.36,28,23
2018-11-24,24,0.42,19,22,0.68,29,24,0.38,30,23
2018-11-25,1,0.45,19,22,0.73,27,24,0.40,28,23
2018-11-25,2,0.50,22,22,0.78,29,24,0.42,27,23
2018-11-25,3,0.55,22,23,0.84,29,24,0.45,29,23
2018-11-25,4,0.57,22,23,0.85,27,24,0.47,28,23
2018-11-25,5,0.59,20,23,0.86,26,25,0.49,27,23
2018-11-25,6,0.59,18,24,0.82,25,25,0.51,23,24
2018-11-25,7,0.61,19,24,0.82,29,25,0.52,23,23
2018-11-25,8,0.59,19,24,0.79,28,25,0.52,24,24
2018-11-25,9,0.57,15,24,0.74,30,25,0.53,19,24
2018-11-25,10,0.53,14,24,0.68,22,26,0.54,17,25
2018-11-25,11,0.50,21,25,0.61,20,26,0.53,19,25
2018-11-25,12,0.49,19,25,0.57,20,27,0.53,17,25
2018-11-25,13,0.48,18,26,0.52,17,27,0.52,16,25
2018-11-25,14,0.47,17,25,0.49,13,26,0.50,16,25
2018-11-25,15,0.42,11,25,0.43,16,25,0.48,14,25
2018-11-25,16,0.39,9,25,0.38,24,25,0.46,16,25
2018-11-25,17,0.38,15,24,0.36,28,26,0.45,19,26
2018-11-25,18,0.39,29,24,0.36,22,26,0.44,18,25
2018-11-25,19,0.39,28,24,0.37,27,25,0.44,22,25
2018-11-25,20,0.41,32,24,0.38,28,24,0.44,25,25
2018-11-25,21,0.44,32,24,0.41,27,24,0.45,24,25
2018-11-25,22,0.48,30,24,0.42,31,23,0.47,21,24
2018-11-25,23,0.51,30,24,0.47,30,23,0.48,24,24
2018-11-25,24,0.54,29,23,0.50,30,21,0.49,27,22
2018-11-26,1,0.56,28,22,0.53,28,21,0.48,29,21
2018-11-26,2,0.56,20,22,0.54,25,20,0.48,28,21
2018-11-26,3,0.54,15,21,0.54,24,20,0.48,25,21
2018-11-26,4,0.52,20,20,0.54,21,19,0.46,26,20
2018-11-26,5,0.48,20,20,0.52,16,19,0.44,24,19
2018-11-26,6,0.45,19,19,0.51,18,18,0.43,25,18
2018-11-26,7,0.45,25,19,0.50,24,18,0.45,26,20
2018-11-26,8,0.45,21,19,0.49,18,17,0.46,29,20
2018-11-26,9,0.45,20,20,0.46,16,17,0.47,24,21
2018-11-26,10,0.46,17,19,0.46,24,16,0.47,19,21
2018-11-26,11,0.46,17,19,0.47,26,16,0.48,21,21
2018-11-26,12,0.47,21,19,0.49,27,16,0.49,19,22
2018-11-26,13,0.49,18,18,0.50,17,17,0.50,20,22
2018-11-26,14,0.49,15,18,0.51,16,16,0.50,19,23
2018-11-26,15,0.47,15,19,0.51,21,17,0.46,16,24
2018-11-26,16,0.46,17,19,0.52,20,17,0.44,20,24
2018-11-26,17,0.45,25,20,0.54,28,17,0.43,20,25
2018-11-26,18,0.44,27,20,0.58,33,17,0.43,22,26
2018-11-26,19,0.45,29,20,0.63,39,19,0.43,30,27
2018-11-26,20,0.46,29,21,0.67,36,19,0.43,28,27
2018-11-26,21,0.47,27,21,0.70,32,20,0.43,25,27
2018-11-26,22,0.48,24,21,0.72,29,20,0.42,23,27
2018-11-26,23,0.48,22,21,0.72,20,20,0.43,24,27
2018-11-26,24,0.48,17,20,0.72,18,20,0.43,22,28
2018-11-27,1,0.46,12,20,0.70,16,20,0.42,21,28
2018-11-27,2,0.44,8,20,0.65,13,20,0.40,17,28
2018-11-27,3,0.41,7,20,0.57,11,19,0.37,17,28
2018-11-27,4,0.37,6,20,0.50,10,20,0.35,18,28
2018-11-27,5,0.34,7,20,0.46,9,20,0.33,20,28
2018-11-27,6,0.30,8,20,0.44,15,20,0.32,21,28
2018-11-27,7,0.28,12,19,0.43,19,19,0.32,21,27
2018-11-27,8,0.28,17,19,0.45,23,20,0.31,20,26
2018-11-27,9,0.28,17,19,0.46,21,19,0.32,17,25
2018-11-27,10,0.30,18,19,0.47,18,19,0.33,19,25
2018-11-27,11,0.32,15,19,0.49,20,19,0.34,18,24
2018-11-27,12,0.33,14,19,0.52,21,18,0.34,19,24
2018-11-27,13,0.35,15,20,0.59,27,18,0.36,19,25
2018-11-27,14,0.37,15,20,0.63,24,20,0.37,19,25
2018-11-27,15,0.39,13,20,0.66,21,20,0.36,17,24
2018-11-27,16,0.40,16,20,0.70,26,20,0.38,22,24
2018-11-27,17,0.41,17,20,0.73,26,20,0.39,21,23
2018-11-27,18,0.41,19,21,0.74,24,21,0.39,19,24
2018-11-27,19,0.43,20,21,0.77,26,20,0.42,23,23
2018-11-27,20,0.45,25,21,0.78,29,19,0.43,25,23
2018-11-27,21,0.46,21,21,0.77,28,18,0.43,24,23
2018-11-27,22,0.46,20,20,0.75,26,19,0.43,24,23
2018-11-27,23,0.46,14,20,0.73,20,19,0.43,22,23
2018-11-27,24,0.44,11,20,0.69,17,20,0.41,20,24
2018-11-28,1,0.42,9,20,0.66,15,20,0.41,18,24
2018-11-28,2,0.40,7,20,0.65,13,20,0.40,19,24
2018-11-28,3,0.37,6,20,0.61,11,21,0.38,16,24
2018-11-28,4,0.33,4,20,0.57,10,21,0.36,15,24
2018-11-28,5,0.30,4,20,0.53,9,22,0.35,15,24
2018-11-28,6,0.28,6,20,0.50,11,22,0.36,18,24
2018-11-28,7,0.27,13,20,0.49,18,23,0.37,17,23
2018-11-28,8,0.28,14,20,0.51,24,22,0.38,17,23
2018-11-28,9,0.29,14,19,0.53,24,21,0.38,20,22
2018-11-28,10,0.30,13,19,0.55,22,21,0.38,20,22
2018-11-28,11,0.32,14,19,0.58,23,22,0.39,17,22
2018-11-28,12,0.33,12,18,0.63,23,21,0.40,20,21
2018-11-28,13,0.34,s/d,18,0.68,24,21,0.41,18,20
2018-11-28,14,0.38,s/d,18,0.72,20,20,0.41,18,19
2018-11-28,15,0.41,13,18,0.75,22,19,0.41,18,19
2018-11-28,16,0.44,14,17,0.76,21,18,0.41,16,20
2018-11-28,17,0.47,15,17,0.76,20,18,0.42,17,20
