fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
2018-01-01,1,0.43,9,25,0.47,14,24,0.37,28,23
2018-01-01,2,0.44,11,27,0.53,20,24,0.39,28,26
2018-01-01,3,0.46,13,30,0.59,21,26,0.40,29,29
2018-01-01,4,0.47,14,32,0.65,20,28,0.41,25,30
2018-01-01,5,0.47,12,32,0.71,17,28,0.41,16,31
2018-01-01,6,0.44,12,33,0.74,16,29,0.39,12,32
2018-01-01,7,0.41,9,33,0.77,15,29,0.37,16,32
2018-01-01,8,0.37,8,33,0.79,14,29,0.34,14,32
2018-01-01,9,0.35,s/d,33,0.78,16,29,0.32,12,32
2018-01-01,10,0.42,s/d,34,0.73,7,28,0.30,10,32
2018-01-01,11,0.41,5,34,0.68,5,28,0.28,12,32
2018-01-01,12,0.40,5,35,0.62,4,28,0.26,12,31
2018-01-01,13,0.40,5,35,0.58,4,27,0.25,14,31
2018-01-01,14,0.39,6,35,0.55,6,27,0.24,18,31
2018-01-01,15,0.39,7,s/d,0.53,8,26,0.24,16,30
2018-01-01,16,0.39,8,s/d,0.52,8,26,0.23,18,30
2018-01-01,17,0.37,6,s/d,0.51,7,26,0.24,15,30
2018-01-01,18,0.28,10,s/d,0.51,6,25,0.23,20,30
2018-01-01,19,0.25,5,s/d,0.52,9,26,0.23,20,31
2018-01-01,20,0.25,7,s/d,0.54,10,26,0.24,25,31
2018-01-01,21,0.25,8,s/d,0.56,10,27,0.25,22,31
2018-01-01,22,0.26,8,s/d,0.57,13,26,0.26,23,30
2018-01-01,23,0.27,11,s/d,0.58,13,25,0.28,23,29
2018-01-01,24,0.28,9,s/d,0.60,15,25,0.29,24,28
2018-01-02,1,0.29,10,s/d,0.62,16,24,0.30,22,26
2018-01-02,2,0.29,8,s/d,0.63,9,23,0.31,19,22
2018-01-02,3,0.29,8,s/d,0.63,8,21,0.31,14,19
2018-01-02,4,0.28,8,s/d,0.62,8,19,0.31,16,18
2018-01-02,5,0.26,5,s/d,0.60,11,18,0.31,19,17
2018-01-02,6,0.26,10,s/d,0.60,11,18,0.32,24,17
2018-01-02,7,0.27,14,s/d,0.59,10,17,0.34,23,17
2018-01-02,8,0.28,12,s/d,0.60,13,17,0.36,23,17
2018-01-02,9,0.30,15,s/d,0.62,14,17,0.38,22,18
2018-01-02,10,0.34,19,10,0.67,22,17,0.42,28,19
2018-01-02,11,0.35,21,12,0.73,29,17,0.44,30,19
2018-01-02,12,0.38,s/d,13,0.80,31,18,0.45,31,20
2018-01-02,13,s/d,s/d,s/d,0.87,30,19,0.45,29,21
2018-01-02,14,s/d,s/d,s/d,0.92,24,19,0.44,27,21
2018-01-02,15,s/d,s/d,s/d,0.98,26,20,0.41,29,22
2018-01-02,16,s/d,s/d,s/d,1.01,27,20,0.38,30,23
2018-01-02,17,s/d,s/d,s/d,1.03,26,21,0.38,33,25
2018-01-02,18,s/d,s/d,s/d,1.02,27,22,0.36,34,26
2018-01-02,19,s/d,s/d,s/d,1.00,24,23,0.37,31,27
2018-01-02,20,s/d,s/d,s/d,0.98,25,24,0.36,28,27
2018-01-02,21,s/d,s/d,s/d,0.95,22,24,0.35,31,29
2018-01-02,22,s/d,s/d,s/d,0.93,21,26,0.35,33,31
2018-01-02,23,s/d,s/d,s/d,0.92,22,28,0.34,19,33
2018-01-02,24,s/d,s/d,s/d,0.90,20,30,0.32,12,36
2018-01-03,1,s/d,s/d,s/d,0.86,17,31,0.30,23,37
2018-01-03,2,s/d,s/d,s/d,0.81,14,31,0.26,30,37
2018-01-03,3,s/d,s/d,s/d,0.76,16,32,0.22,32,37
2018-01-03,4,s/d,s/d,s/d,0.71,15,32,0.21,35,38
2018-01-03,5,s/d,s/d,s/d,0.67,13,32,0.22,28,38
2018-01-03,6,s/d,s/d,s/d,0.63,18,32,0.24,23,38
2018-01-03,7,s/d,s/d,s/d,0.58,22,32,0.28,25,38
2018-01-03,8,s/d,s/d,s/d,0.54,20,32,0.33,25,38
2018-01-03,9,s/d,s/d,s/d,0.53,13,33,0.37,27,39
2018-01-03,10,s/d,s/d,s/d,0.53,9,33,0.41,25,40
2018-01-03,11,s/d,s/d,s/d,0.53,10,33,0.44,25,41
2018-01-03,12,s/d,s/d,s/d,0.54,11,32,0.48,30,41
2018-01-03,13,s/d,s/d,s/d,0.55,10,32,0.50,28,42
2018-01-03,14,s/d,s/d,s/d,0.55,12,32,0.50,24,42
2018-01-03,15,s/d,s/d,s/d,0.56,14,33,0.48,26,44
2018-01-03,16,s/d,s/d,s/d,0.58,20,33,0.46,29,46
2018-01-03,17,s/d,s/d,s/d,0.60,21,33,0.43,23,46
2018-01-03,18,s/d,s/d,s/d,0.63,22,35,0.41,24,48
2018-01-03,19,s/d,s/d,s/d,0.66,22,35,0.40,25,47
2018-01-03,20,s/d,s/d,s/d,0.68,22,35,0.39,30,48
2018-01-03,21,s/d,s/d,s/d,0.71,25,35,0.38,28,47
2018-01-03,22,s/d,s/d,s/d,0.74,30,34,0.38,28,46
2018-01-03,23,s/d,s/d,s/d,0.77,29,34,0.40,28,45
2018-01-03,24,s/d,s/d,s/d,0.80,28,34,0.42,29,44
2018-01-04,1,s/d,s/d,s/d,0.80,22,34,0.44,33,45
2018-01-04,2,s/d,s/d,s/d,0.80,21,35,0.43,32,46
2018-01-04,3,s/d,s/d,s/d,0.78,21,36,0.41,32,46
2018-01-04,4,s/d,s/d,s/d,0.78,22,37,0.39,34,47
2018-01-04,5,s/d,s/d,s/d,0.77,20,37,0.36,33,48
2018-01-04,6,s/d,s/d,s/d,0.74,22,37,0.35,34,48
2018-01-04,7,s/d,s/d,s/d,0.72,26,38,0.33,35,49
2018-01-04,8,s/d,s/d,s/d,0.70,23,39,0.31,36,50
2018-01-04,9,s/d,s/d,s/d,0.70,24,40,0.31,38,50
2018-01-04,10,s/d,s/d,s/d,0.71,25,41,0.33,37,51
2018-01-04,11,s/d,s/d,s/d,0.72,25,42,0.35,45,51
2018-01-04,12,s/d,s/d,s/d,0.73,19,42,0.37,38,52
2018-01-04,13,s/d,s/d,s/d,0.74,18,43,0.37,29,54
2018-01-04,14,s/d,s/d,s/d,0.75,15,44,0.37,30,56
2018-01-04,15,s/d,s/d,s/d,0.75,16,45,0.34,28,57
2018-01-04,16,s/d,s/d,s/d,0.75,16,46,0.32,32,57
2018-01-04,17,s/d,s/d,s/d,0.75,18,46,0.30,35,57
2018-01-04,18,s/d,s/d,s/d,0.74,20,46,0.28,39,57
2018-01-04,19,s/d,s/d,s/d,0.75,28,46,0.29,45,57
2018-01-04,20,s/d,s/d,s/d,0.77,29,46,0.31,51,57
2018-01-04,21,s/d,s/d,s/d,0.80,34,46,0.36,54,58
2018-01-04,22,s/d,s/d,s/d,0.86,42,46,0.43,57,59
2018-01-04,23,s/d,s/d,s/d,0.91,34,46,0.49,56,60
2018-01-04,24,s/d,s/d,s/d,0.95,19,45,0.52,45,61
2018-01-05,1,s/d,s/d,s/d,0.95,15,45,0.58,44,61
2018-01-05,2,s/d,s/d,s/d,0.93,9,44,0.59,33,61
2018-01-05,3,s/d,s/d,s/d,0.90,8,43,0.57,30,61
2018-01-05,4,s/d,s/d,s/d,0.86,8,43,0.55,27,61
2018-01-05,5,s/d,s/d,s/d,0.79,9,42,0.51,21,61
2018-01-05,6,s/d,s/d,s/d,0.72,21,43,0.46,30,62
2018-01-05,7,s/d,s/d,s/d,0.68,27,44,0.41,27,61
2018-01-05,8,s/d,s/d,s/d,0.65,24,44,0.38,23,60
2018-01-05,9,s/d,s/d,s/d,0.66,28,44,0.33,24,59
2018-01-05,10,s/d,s/d,s/d,0.70,27,45,0.32,26,58
2018-01-05,11,s/d,s/d,s/d,0.75,27,46,0.32,27,57
2018-01-05,12,s/d,s/d,s/d,0.81,29,46,0.34,27,56
2018-01-05,13,s/d,s/d,s/d,0.86,26,44,0.37,29,54
2018-01-05,14,s/d,s/d,s/d,0.88,27,42,0.37,30,56
2018-01-05,15,s/d,s/d,s/d,0.89,27,40,0.34,28,57
2018-01-05,16,s/d,s/d,s/d,0.90,31,38,0.32,32,57
2018-01-05,17,s/d,s/d,s/d,0.91,33,37,0.30,35,57
2018-01-05,18,s/d,s/d,s/d,0.94,37,36,0.28,39,57
2018-01-05,19,s/d,s/d,s/d,0.92,31,34,0.29,45,57
2018-01-05,20,s/d,s/d,s/d,0.90,30,34,0.31,51,57
2018-01-05,21,s/d,s/d,s/d,0.89,27,33,0.36,54,58
2018-01-05,22,s/d,s/d,s/d,0.89,27,33,0.43,57,59
2018-01-05,23,s/d,s/d,s/d,0.86,24,32,0.49,56,60
2018-01-05,24,s/d,s/d,s/d,0.83,25,31,0.52,45,61
2018-01-06,1,s/d,s/d,s/d,0.83,26,31,0.58,44,61
2018-01-06,2,s/d,s/d,s/d,0.80,22,32,0.59,33,61
2018-01-06,3,s/d,s/d,s/d,0.78,16,32,0.57,30,61
2018-01-06,4,s/d,s/d,s/d,0.74,16,32,0.55,27,61
2018-01-06,5,s/d,s/d,s/d,0.71,17,33,0.51,21,61
2018-01-06,6,s/d,s/d,s/d,0.68,18,s/d,0.46,30,62
2018-01-06,7,s/d,s/d,s/d,0.69,19,s/d,0.41,27,61
2018-01-06,8,s/d,s/d,s/d,0.71,23,s/d,0.38,23,60
2018-01-06,9,s/d,s/d,s/d,0.67,24,s/d,0.33,24,59
2018-01-06,10,s/d,s/d,s/d,0.62,13,s/d,0.32,26,58
2018-01-06,11,s/d,s/d,s/d,0.60,12,s/d,0.32,27,57
2018-01-06,12,s/d,s/d,s/d,0.60,13,s/d,0.34,27,56
2018-01-06,13,s/d,s/d,s/d,0.58,11,s/d,0.35,29,53
2018-01-06,14,s/d,s/d,s/d,0.57,14,s/d,0.37,30,50
2018-01-06,15,s/d,s/d,s/d,0.53,13,s/d,0.40,29,46
2018-01-06,16,s/d,s/d,s/d,0.49,11,s/d,0.42,34,43
2018-01-06,17,s/d,s/d,s/d,0.47,14,s/d,0.49,32,40
2018-01-06,18,s/d,s/d,s/d,0.46,15,s/d,0.55,33,39
2018-01-06,19,s/d,s/d,s/d,0.45,20,s/d,0.58,36,38
2018-01-06,20,s/d,s/d,s/d,0.45,24,s/d,0.59,36,37
2018-01-06,21,s/d,s/d,s/d,0.45,24,s/d,0.61,35,36
2018-01-06,22,s/d,s/d,s/d,0.45,16,s/d,0.61,32,35
2018-01-06,23,s/d,s/d,s/d,0.45,15,s/d,0.62,35,33
2018-01-06,24,s/d,s/d,s/d,0.45,12,s/d,0.61,35,31
2018-01-07,1,s/d,s/d,s/d,0.46,14,s/d,0.57,34,30
2018-01-07,2,s/d,s/d,s/d,0.47,17,s/d,0.51,27,29
2018-01-07,3,s/d,s/d,s/d,0.47,9,s/d,0.46,20,29
2018-01-07,4,s/d,s/d,s/d,0.47,6,s/d,0.41,22,28
2018-01-07,5,s/d,s/d,s/d,0.47,4,s/d,0.37,25,27
2018-01-07,6,s/d,s/d,s/d,0.48,4,s/d,0.33,21,26
2018-01-07,7,s/d,s/d,s/d,0.48,4,s/d,0.29,23,25
2018-01-07,8,s/d,s/d,s/d,0.50,4,s/d,0.27,18,25
2018-01-07,9,s/d,s/d,s/d,0.50,5,s/d,0.25,22,25
2018-01-07,10,s/d,s/d,s/d,0.50,5,s/d,0.24,18,25
2018-01-07,11,s/d,s/d,s/d,0.52,6,s/d,0.23,22,24
2018-01-07,12,s/d,s/d,s/d,0.54,7,s/d,0.23,25,23
2018-01-07,13,s/d,s/d,s/d,0.57,9,s/d,0.27,24,19
2018-01-07,14,s/d,s/d,s/d,0.61,10,s/d,0.28,24,19
2018-01-07,15,s/d,s/d,s/d,0.66,10,s/d,0.27,20,20
2018-01-07,16,s/d,s/d,s/d,0.70,8,s/d,0.27,20,20
2018-01-07,17,s/d,s/d,s/d,0.73,8,s/d,0.27,24,20
2018-01-07,18,s/d,s/d,s/d,0.76,8,21,0.29,31,20
2018-01-07,19,s/d,s/d,s/d,0.78,11,22,0.30,32,21
2018-01-07,20,s/d,s/d,s/d,0.79,14,22,0.31,34,21
2018-01-07,21,s/d,s/d,s/d,0.80,21,21,0.34,35,21
2018-01-07,22,s/d,s/d,s/d,0.80,24,21,0.37,35,21
2018-01-07,23,s/d,s/d,s/d,0.81,24,21,0.41,37,22
2018-01-07,24,s/d,s/d,s/d,0.82,28,21,0.44,37,22
2018-01-08,1,s/d,s/d,s/d,0.80,23,19,0.46,37,22
2018-01-08,2,s/d,s/d,s/d,0.79,17,19,0.47,36,22
2018-01-08,3,s/d,s/d,s/d,0.77,14,19,0.46,39,22
2018-01-08,4,s/d,s/d,s/d,0.75,12,19,0.45,38,22
2018-01-08,5,s/d,s/d,s/d,0.73,12,19,0.43,35,23
2018-01-08,6,s/d,s/d,s/d,0.70,15,19,0.41,40,23
2018-01-08,7,s/d,s/d,s/d,0.67,19,19,0.39,35,23
2018-01-08,8,s/d,s/d,s/d,0.64,20,19,0.38,35,23
2018-01-08,9,s/d,s/d,s/d,0.63,16,19,0.37,31,24
2018-01-08,10,s/d,s/d,s/d,0.62,14,20,0.37,31,25
2018-01-08,11,s/d,s/d,s/d,0.62,13,20,0.38,31,26
2018-01-08,12,s/d,s/d,s/d,0.62,15,20,0.39,34,28
2018-01-08,13,s/d,s/d,s/d,0.63,13,20,0.40,32,28
2018-01-08,14,s/d,s/d,s/d,0.63,13,20,0.41,37,28
2018-01-08,15,s/d,s/d,s/d,0.63,11,20,0.43,43,28
2018-01-08,16,s/d,s/d,s/d,0.63,14,19,0.41,30,29
2018-01-08,17,s/d,s/d,s/d,0.63,12,19,0.40,44,29
2018-01-08,18,s/d,s/d,s/d,0.63,15,18,0.40,47,28
2018-01-08,19,s/d,s/d,s/d,0.65,28,18,0.41,43,28
2018-01-08,20,s/d,s/d,s/d,0.70,38,19,0.39,36,29
2018-01-08,21,s/d,s/d,s/d,0.74,38,19,0.37,31,29
2018-01-08,22,s/d,s/d,s/d,0.76,33,19,0.37,44,29
2018-01-08,23,s/d,s/d,s/d,0.81,37,19,0.34,47,30
2018-01-08,24,s/d,s/d,s/d,0.83,27,20,0.36,40,31
2018-01-09,1,s/d,s/d,s/d,0.83,14,20,0.36,30,31
2018-01-09,2,s/d,s/d,s/d,0.82,13,20,0.33,13,31
2018-01-09,3,s/d,s/d,s/d,0.79,13,20,0.31,18,31
2018-01-09,4,s/d,s/d,s/d,0.73,17,20,0.31,26,31
2018-01-09,5,s/d,s/d,s/d,0.68,13,20,0.31,25,30
2018-01-09,6,s/d,s/d,s/d,0.64,12,20,0.28,28,30
2018-01-09,7,s/d,s/d,s/d,0.58,18,20,0.27,26,30
2018-01-09,8,s/d,s/d,s/d,0.55,14,20,0.27,23,30
2018-01-09,9,s/d,s/d,s/d,0.55,9,20,0.28,19,30
2018-01-09,10,s/d,8,s/d,0.56,15,20,0.30,19,29
2018-01-09,11,s/d,12,s/d,0.59,19,20,0.31,20,29
2018-01-09,12,s/d,15,s/d,0.62,19,20,0.32,24,28
2018-01-09,13,s/d,s/d,s/d,0.66,22,20,0.34,26,28
2018-01-09,14,s/d,s/d,s/d,0.72,20,20,0.35,28,28
2018-01-09,15,s/d,19,s/d,0.79,20,20,0.36,25,28
2018-01-09,16,s/d,26,s/d,0.85,17,21,0.36,21,28
2018-01-09,17,s/d,23,s/d,0.92,18,21,0.37,27,29
2018-01-09,18,s/d,24,s/d,0.98,20,22,0.39,31,30
2018-01-09,19,0.14,22,s/d,1.01,17,22,0.41,30,31
2018-01-09,20,0.14,21,s/d,1.03,16,23,0.42,30,32
2018-01-09,21,0.15,27,s/d,1.04,16,24,0.44,25,33
2018-01-09,22,0.15,18,s/d,1.04,18,24,0.45,25,34
2018-01-09,23,0.15,15,s/d,1.01,16,24,0.46,26,33
2018-01-09,24,0.15,15,s/d,0.96,9,23,0.44,21,31
2018-01-10,1,0.15,16,s/d,0.89,9,23,0.42,12,32
2018-01-10,2,0.14,15,s/d,0.82,9,23,0.39,12,32
2018-01-10,3,0.12,17,s/d,0.76,15,23,0.37,9,32
2018-01-10,4,0.10,14,s/d,0.71,17,24,0.35,10,32
2018-01-10,5,0.08,13,s/d,0.66,17,24,0.33,12,32
2018-01-10,6,0.07,15,s/d,0.61,16,24,0.32,19,32
2018-01-10,7,0.06,15,s/d,0.58,18,24,0.32,18,32
2018-01-10,8,0.07,13,s/d,0.57,17,25,0.34,17,32
2018-01-10,9,0.08,12,s/d,0.57,16,25,0.37,18,32
2018-01-10,10,0.11,11,s/d,0.57,16,25,0.39,21,32
2018-01-10,11,0.13,12,s/d,0.58,26,26,0.40,23,32
2018-01-10,12,0.16,13,s/d,0.59,31,26,0.42,26,33
2018-01-10,13,0.18,14,s/d,0.60,36,27,0.44,26,33
2018-01-10,14,0.20,14,21,0.61,37,27,0.46,31,34
2018-01-10,15,0.21,20,22,s/d,s/d,27,0.46,33,36
2018-01-10,16,0.23,24,22,s/d,s/d,28,0.48,34,37
2018-01-10,17,0.26,29,23,s/d,29,28,0.53,37,38
2018-01-10,18,0.26,23,24,s/d,30,28,0.56,36,38
2018-01-10,19,0.27,24,24,s/d,26,29,0.59,30,38
2018-01-10,20,0.28,20,24,s/d,19,28,0.60,35,39
2018-01-10,21,0.28,19,25,1.34,20,28,0.61,31,38
2018-01-10,22,0.28,16,26,1.33,22,27,0.61,38,36
2018-01-10,23,0.29,18,27,1.30,19,27,0.62,40,36
2018-01-10,24,0.27,15,27,1.27,17,27,0.61,34,38
2018-01-11,1,0.25,11,28,1.19,16,27,0.56,27,38
2018-01-11,2,0.22,18,28,1.10,12,28,0.51,26,38
2018-01-11,3,0.19,12,29,1.01,22,28,0.48,26,38
2018-01-11,4,0.17,7,28,0.94,12,27,0.45,25,38
2018-01-11,5,0.14,7,28,0.87,5,27,0.43,27,38
2018-01-11,6,0.13,12,28,0.80,8,27,0.41,28,39
2018-01-11,7,0.12,17,28,0.75,12,26,0.41,28,40
2018-01-11,8,0.12,17,28,0.71,13,26,0.42,31,40
2018-01-11,9,0.12,17,27,0.70,13,25,0.45,33,43
2018-01-11,10,0.14,20,28,0.71,15,25,0.45,34,44
2018-01-11,11,0.16,21,27,0.73,22,25,0.47,s/d,45
2018-01-11,12,0.20,27,28,0.77,39,26,0.52,s/d,46
2018-01-11,13,0.24,23,27,0.80,45,27,0.55,27,46
2018-01-11,14,0.26,18,27,0.82,36,28,0.58,28,45
2018-01-11,15,0.26,13,26,0.87,36,28,0.58,26,43
2018-01-11,16,0.26,17,26,0.88,21,27,0.55,23,41
2018-01-11,17,0.27,29,25,0.91,22,27,0.51,28,40
2018-01-11,18,0.27,25,25,0.96,26,26,0.50,27,39
2018-01-11,19,0.27,22,25,1.01,36,26,0.51,30,38
2018-01-11,20,0.26,23,25,1.02,28,26,0.52,30,37
2018-01-11,21,0.24,31,25,1.03,24,26,0.53,29,37
2018-01-11,22,0.25,29,24,1.07,32,26,0.53,21,37
2018-01-11,23,0.28,26,26,1.09,38,27,0.54,25,39
2018-01-11,24,0.28,21,27,1.11,27,28,0.56,27,38
2018-01-12,1,0.25,17,27,1.08,15,27,0.56,16,38
2018-01-12,2,0.23,27,27,1.02,13,27,0.56,12,38
2018-01-12,3,0.21,21,27,0.94,15,27,0.55,14,38
2018-01-12,4,0.19,7,27,0.89,14,27,0.51,14,38
2018-01-12,5,0.17,9,27,0.85,6,27,0.47,15,37
2018-01-12,6,0.13,13,27,0.79,7,27,0.46,19,36
2018-01-12,7,0.11,17,26,0.70,10,27,0.44,20,36
2018-01-12,8,0.11,19,26,0.67,11,27,0.43,21,35
2018-01-12,9,0.13,20,26,0.68,20,26,0.45,25,32
2018-01-12,10,0.16,22,27,0.70,29,27,0.46,26,31
2018-01-12,11,0.19,22,27,0.72,19,27,0.47,21,30
2018-01-12,12,0.22,20,27,0.75,18,26,0.48,23,29
2018-01-12,13,0.25,22,26,0.80,26,24,0.50,23,29
2018-01-12,14,0.29,26,26,0.86,32,24,0.50,20,29
2018-01-12,15,0.31,22,27,0.91,28,23,0.50,23,29
2018-01-12,16,0.31,18,28,0.97,23,24,0.51,25,29
2018-01-12,17,0.31,23,28,0.99,19,25,0.50,29,29
2018-01-12,18,0.31,26,27,1.01,25,24,0.51,29,29
2018-01-12,19,0.29,38,28,1.01,24,26,0.52,22,31
2018-01-12,20,0.28,21,28,1.02,18,25,0.53,21,31
2018-01-12,21,0.27,25,28,1.00,20,24,0.53,21,30
2018-01-12,22,0.25,21,27,0.98,16,24,0.55,21,30
2018-01-12,23,0.23,21,26,0.96,10,23,0.56,25,29
2018-01-12,24,0.23,17,24,0.94,11,22,0.55,20,28
2018-01-13,1,0.22,14,23,0.89,12,21,0.53,23,28
2018-01-13,2,0.20,14,23,0.84,10,20,0.51,28,27
2018-01-13,3,0.19,12,23,0.81,12,20,0.48,29,26
2018-01-13,4,0.18,16,24,0.77,23,19,0.46,29,27
2018-01-13,5,0.17,15,25,0.72,20,19,0.45,23,27
2018-01-13,6,0.16,21,25,0.67,13,20,0.43,17,26
2018-01-13,7,0.15,21,s/d,0.63,18,20,0.42,20,26
2018-01-13,8,0.15,21,s/d,0.61,22,20,0.40,14,25
2018-01-13,9,0.17,22,s/d,0.62,27,20,0.41,18,25
2018-01-13,10,0.17,18,s/d,0.65,33,20,0.41,21,25
2018-01-13,11,0.18,18,s/d,0.66,23,20,0.41,18,25
2018-01-13,12,0.19,22,s/d,0.65,21,20,0.40,24,24
2018-01-13,13,0.21,23,s/d,0.65,12,20,0.41,21,24
2018-01-13,14,0.22,21,s/d,0.65,13,20,0.40,22,24
2018-01-13,15,0.24,18,s/d,0.65,12,19,0.39,15,23
2018-01-13,16,0.22,15,s/d,0.63,17,17,0.39,11,23
2018-01-13,17,0.21,21,s/d,0.62,23,18,0.38,15,24
2018-01-13,18,0.22,16,s/d,0.61,25,19,0.38,14,24
2018-01-13,19,0.21,15,s/d,0.62,19,16,0.38,11,20
2018-01-13,20,0.20,11,s/d,0.63,18,16,0.38,8,19
2018-01-13,21,0.17,9,s/d,0.65,16,16,0.37,8,20
2018-01-13,22,0.16,9,s/d,0.66,17,17,0.36,8,20
2018-01-13,23,0.14,9,s/d,0.68,17,17,0.35,7,21
2018-01-13,24,0.13,7,s/d,0.69,16,18,0.34,6,21
2018-01-14,1,0.11,7,s/d,0.71,15,22,0.32,7,22
2018-01-14,2,0.09,6,s/d,0.72,14,25,0.30,5,23
2018-01-14,3,0.07,5,s/d,0.74,12,26,0.27,6,23
2018-01-14,4,0.06,4,s/d,0.73,10,27,0.25,4,23
2018-01-14,5,0.06,4,s/d,0.73,9,28,0.24,5,24
2018-01-14,6,s/d,4,s/d,0.73,9,28,0.22,5,24
2018-01-14,7,s/d,6,s/d,0.72,10,28,0.22,6,24
2018-01-14,8,s/d,6,s/d,0.72,10,29,0.21,6,24
2018-01-14,9,s/d,7,s/d,0.69,10,s/d,0.20,6,24
2018-01-14,10,s/d,6,s/d,0.67,10,s/d,0.20,5,23
2018-01-14,11,s/d,6,s/d,0.64,10,s/d,0.20,5,21
2018-01-14,12,s/d,6,s/d,0.65,10,s/d,0.20,6,21
2018-01-14,13,0.03,7,s/d,0.67,12,s/d,0.21,6,20
2018-01-14,14,0.04,7,s/d,0.68,12,s/d,0.21,6,20
2018-01-14,15,0.05,7,s/d,0.70,12,s/d,0.22,7,20
2018-01-14,16,0.06,7,s/d,0.72,14,s/d,0.23,7,20
2018-01-14,17,0.07,7,s/d,0.75,15,s/d,0.24,7,18
2018-01-14,18,0.08,8,s/d,0.80,15,s/d,0.26,7,16
2018-01-14,19,0.09,8,s/d,0.82,12,s/d,0.26,7,17
2018-01-14,20,0.10,8,s/d,0.83,12,s/d,0.27,7,17
2018-01-14,21,0.10,9,s/d,0.85,15,s/d,0.26,7,15
2018-01-14,22,0.10,8,s/d,0.86,14,s/d,0.26,7,15
2018-01-14,23,0.10,9,s/d,0.85,14,s/d,0.25,9,14
2018-01-14,24,0.09,9,s/d,0.86,14,s/d,0.25,10,13
2018-01-15,1,0.09,9,s/d,0.85,13,s/d,0.24,9,13
2018-01-15,2,0.08,10,s/d,0.80,12,s/d,0.23,8,12
2018-01-15,3,0.08,9,s/d,0.78,8,s/d,0.23,7,12
2018-01-15,4,0.07,8,s/d,0.75,7,s/d,0.22,7,12
2018-01-15,5,s/d,7,s/d,0.70,6,s/d,0.22,8,12
2018-01-15,6,s/d,8,s/d,0.67,10,s/d,0.21,7,12
2018-01-15,7,s/d,11,s/d,0.67,16,s/d,0.22,11,12
2018-01-15,8,s/d,13,s/d,0.68,18,s/d,0.22,10,11
2018-01-15,9,s/d,13,s/d,0.72,19,s/d,0.23,10,12
2018-01-15,10,s/d,13,s/d,0.76,22,s/d,0.24,10,12
2018-01-15,11,s/d,14,s/d,0.83,24,s/d,0.25,11,13
2018-01-15,12,0.19,15,s/d,0.90,25,s/d,0.26,10,13
2018-01-15,13,0.18,15,s/d,0.98,25,s/d,0.27,10,14
2018-01-15,14,0.17,12,s/d,1.05,26,s/d,0.28,17,14
2018-01-15,15,0.19,18,s/d,1.08,19,s/d,0.28,21,14
2018-01-15,16,0.18,20,s/d,1.09,20,s/d,0.29,22,16
2018-01-15,17,0.18,14,s/d,1.08,17,s/d,0.30,21,16
2018-01-15,18,0.16,10,s/d,1.07,15,s/d,0.31,17,17
2018-01-15,19,0.16,11,s/d,1.07,17,s/d,0.32,19,19
2018-01-15,20,0.15,9,s/d,1.03,15,s/d,0.33,19,20
2018-01-15,21,0.15,11,s/d,0.97,13,s/d,0.33,14,20
2018-01-15,22,0.14,11,s/d,0.92,14,s/d,0.33,14,20
2018-01-15,23,0.13,10,s/d,0.88,14,s/d,0.33,15,20
2018-01-15,24,0.11,10,s/d,0.84,13,s/d,0.32,14,21
2018-01-16,1,0.10,8,s/d,0.81,12,s/d,0.32,15,21
2018-01-16,2,0.09,7,s/d,0.76,11,s/d,0.31,11,21
2018-01-16,3,0.07,6,s/d,0.70,7,s/d,0.29,8,21
2018-01-16,4,0.06,6,s/d,0.66,6,s/d,0.28,7,20
2018-01-16,5,0.05,8,s/d,0.63,5,s/d,0.28,6,20
2018-01-16,6,0.04,11,s/d,0.61,7,s/d,0.28,12,21
2018-01-16,7,0.04,12,s/d,0.59,10,s/d,0.30,16,21
2018-01-16,8,0.04,11,s/d,0.58,13,s/d,0.32,16,21
2018-01-16,9,0.06,10,s/d,0.57,12,s/d,0.33,16,22
2018-01-16,10,0.08,11,s/d,0.56,8,s/d,0.34,14,22
2018-01-16,11,0.11,10,s/d,0.57,8,s/d,0.35,15,23
2018-01-16,12,0.12,11,s/d,0.59,11,s/d,0.40,18,24
2018-01-16,13,0.12,12,s/d,0.62,18,s/d,0.40,19,25
2018-01-16,14,0.12,14,s/d,0.65,19,s/d,0.39,16,24
2018-01-16,15,0.13,18,s/d,0.70,21,s/d,0.36,21,24
2018-01-16,16,0.13,15,s/d,0.73,16,s/d,0.33,23,23
2018-01-16,17,0.11,13,s/d,0.78,21,s/d,0.31,22,23
2018-01-16,18,0.11,18,s/d,0.82,21,s/d,0.29,21,23
2018-01-16,19,0.11,18,s/d,0.87,21,s/d,0.28,26,23
2018-01-16,20,0.12,17,s/d,0.89,22,s/d,0.25,26,23
2018-01-16,21,0.13,16,s/d,0.90,20,s/d,0.25,24,23
2018-01-16,22,0.14,16,s/d,0.91,21,s/d,0.27,26,23
2018-01-16,23,0.14,17,s/d,0.88,17,s/d,0.27,17,24
2018-01-16,24,0.15,22,s/d,0.86,13,s/d,0.28,13,24
2018-01-17,1,0.16,11,s/d,0.82,13,s/d,0.29,11,24
2018-01-17,2,0.14,8,s/d,0.78,11,s/d,0.29,11,24
